films,scores,film_time,arrts,counties
见鬼,7.3,2002,"剧情,恐怖,惊悚","中国香港, 新加坡"
妖猫传,6.9,2017,"剧情,悬疑,奇幻,古装","中国大陆, 日本"
国家破产之日,7.5,2018,剧情,韩国
历史系男生,8.2,2006,"剧情,喜剧,同性",英国
二子开店,7.6,1987,"剧情,喜剧",中国大陆
伊丽莎白镇,7.4,2005,"剧情,喜剧,爱情,家庭",美国
红柿子,8.9,1997,"剧情,家庭",中国台湾
守岛人,7.4,2021,剧情,中国大陆
自己去看,8.8,1985,"剧情,战争",苏联
特写,8.8,1990,"犯罪,剧情",伊朗
假小子,7.9,2011,剧情,法国
伯纳德行动,7.9,2009,"犯罪,剧情,战争","德国, 奥地利"
藏獒多吉,8.0,2011,"剧情,动画,悬疑,冒险","中国大陆, 日本"
特别响，非常近,7.7,2011,"剧情,悬疑,家庭,冒险",美国
恋空,7.0,2007,"剧情,爱情",日本
战争与和平,9.2,1966,"剧情,历史,爱情,战争",苏联
有希望的男人,7.6,2011,"剧情,喜剧",捷克
红颜,8.0,2005,剧情,"中国大陆, 法国"
青春年少,8.1,1998,"喜剧,剧情",美国
咖啡公社,7.2,2016,"剧情,喜剧,爱情",美国
狼狈,7.2,2012,"剧情,惊悚,犯罪",日本
旅行终点,8.0,2015,剧情,美国
哭泣的草原,9.0,2004,"剧情,历史,爱情","希腊, 法国, 意大利, 德国"
风中奇缘,7.7,1995,"动画,剧情,家庭,历史,歌舞,爱情",美国
灵魂冲浪人,8.2,2011,"剧情,传记,运动",美国
I型起源,7.8,2014,"剧情,科幻",美国
牛仔裤的夏天2,7.4,2008,"喜剧,剧情,爱情",美国
警戒结束,7.9,2012,"剧情,动作,犯罪",美国
我是古巴,9.1,1964,剧情,"苏联, 古巴"
黑太阳731,7.8,1988,"剧情,历史,恐怖,战争","中国香港, 中国大陆"
霜花店,7.1,2008,"剧情,历史,爱情,同性",韩国
红胡子,8.8,1965,剧情,日本
塔洛,7.7,2016,剧情,中国大陆
我的姐姐,6.9,2021,"剧情,家庭",中国大陆
后裔,7.5,2011,"剧情,喜剧,家庭",美国
不再让你孤单,7.0,2011,"剧情,爱情","中国香港, 中国大陆"
上海皇帝之雄霸天下,7.9,1993,"犯罪,剧情,悬疑",中国香港
证人,7.8,2019,"剧情,犯罪",韩国
春天情书,8.6,1996,"剧情,爱情",日本
一九四四,8.2,2015,"剧情,历史,战争","爱沙尼亚, 芬兰"
午后之爱,8.4,1972,"剧情,爱情",法国
死无对证,7.3,2020,"剧情,犯罪,悬疑,惊悚",意大利
罗马的房子,7.5,2010,"剧情,情色,同性",西班牙
安娜·卡列尼娜,7.2,2012,"剧情,爱情",英国
二手狮王,8.5,2003,"喜剧,剧情,家庭",美国
冷战,7.8,2018,"剧情,爱情,音乐","波兰, 法国, 英国"
热泪伤痕,8.6,1995,"剧情,悬疑,惊悚",美国
时尚先锋香奈儿,7.2,2009,"传记,剧情",法国
得闲炒饭,7.1,2010,"剧情,爱情,同性",中国香港
茉莉牌局,7.2,2017,"剧情,传记,犯罪","美国, 中国大陆, 加拿大"
皱纹,8.7,2012,"剧情,动画",西班牙
傻瓜,7.6,2008,"剧情,爱情",韩国
纽约提喻法,8.3,2008,剧情,美国
记我的母亲,8.7,2012,剧情,日本
副作用,7.4,2013,"剧情,惊悚,犯罪",美国
算死草,7.0,1997,"喜剧,剧情",中国香港
破碎人生,7.6,2015,剧情,美国
谈谈情跳跳舞,8.3,1996,"剧情,喜剧,爱情,歌舞",日本
恋爱谈,7.8,2016,"剧情,爱情,同性",韩国
神话,6.9,2005,"动作,冒险,喜剧,剧情,奇幻","中国大陆, 中国香港"
死亡游戏,7.8,1978,"动作,犯罪,剧情,惊悚","中国香港, 美国"
银行家,7.4,2021,"剧情,传记",美国
朱迪,7.6,2019,"剧情,传记,爱情",英国
浅草小子,8.3,2021,"剧情,传记",日本
骗子,7.5,2017,"剧情,犯罪",韩国
忠爱无言,7.3,2017,剧情,中国大陆
情迷意乱,9.1,1964,"剧情,爱情,家庭",日本
印式英语,8.2,2012,"剧情,喜剧,家庭",印度
中国医生,6.9,2021,"剧情,灾难",中国大陆
风吹麦浪,8.1,2006,"剧情,历史,战争","爱尔兰, 英国, 德国, 意大利, 西班牙, 法国, 比利时, 瑞典"
海的尽头是草原,7.2,2022,剧情,中国大陆
天才捕手,7.4,2017,"剧情,传记","英国, 美国"
倭寇的踪迹,7.3,2012,"剧情,动作,武侠,古装",中国大陆
雪路,8.3,2015,"剧情,历史,战争",韩国
龙虎风云,7.7,1987,"动作,犯罪,剧情,惊悚",中国香港
奥兰多,8.2,1992,"剧情,爱情,奇幻","英国, 俄罗斯, 法国, 意大利, 荷兰"
合法副本,8.0,2010,剧情,"法国, 意大利, 比利时, 伊朗"
爱,6.9,2012,"剧情,爱情","中国台湾, 中国大陆"
水浒传之英雄本色,7.3,1993,"剧情,动作,武侠,古装","中国香港, 中国大陆"
豹,8.8,1963,"剧情,历史,爱情,战争","意大利, 法国"
女魔头,7.7,2003,"剧情,传记,犯罪,同性","美国, 德国"
地球最后的夜晚,6.9,2018,"剧情,爱情,悬疑","中国大陆, 法国"
特级英雄黄继光,8.1,2022,"剧情,传记,战争",中国大陆
狗脸的岁月,8.5,1985,"剧情,喜剧",瑞典
使徒行者,6.9,2016,"剧情,动作,犯罪","中国大陆, 中国香港"
海滩,7.7,2000,"剧情,爱情,冒险","美国, 英国"
厕所英雄,7.1,2018,"剧情,喜剧",印度
听风者,6.9,2012,"剧情,悬疑","中国大陆, 中国香港"
传奇的诞生,7.7,2018,"剧情,传记,运动",美国
撒玛利亚女孩,7.4,2004,"剧情,犯罪,情色,家庭",韩国
空气人偶,7.5,2009,"剧情,奇幻",日本
狼图腾,6.9,2015,"剧情,冒险","中国大陆, 法国"
小森林,7.5,2018,剧情,韩国
撞死了一只羊,7.1,2019,剧情,中国大陆
另一个波琳家的女孩,7.1,2008,"传记,剧情,历史,爱情","英国, 美国"
扒手,8.3,1959,"剧情,犯罪",法国
教授与疯子,7.6,2019,"剧情,传记","爱尔兰, 法国, 冰岛, 美国, 墨西哥, 比利时, 英国, 中国香港"
无声婚礼,8.6,2008,"喜剧,剧情","罗马尼亚, 卢森堡, 法国"
被光抓走的人,6.9,2019,"剧情,爱情,科幻",中国大陆
撕裂的末日,7.5,2002,"动作,剧情,科幻,惊悚",美国
行走距离,8.4,2015,"剧情,喜剧",墨西哥
早春二月,8.2,1963,"剧情,爱情",中国大陆
死神的十字路口,7.4,2008,"剧情,恐怖,悬疑,惊悚",泰国
佛兰德斯的狗,8.9,1997,"动画,剧情,爱情","日本, 美国"
龙纹身的女孩,7.5,2009,"犯罪,剧情,悬疑,惊悚","瑞典, 丹麦, 德国, 挪威"
完美风暴,7.6,2000,"剧情,灾难",美国
惊天魔盗团2,6.9,2016,"剧情,犯罪,悬疑",美国
这就是英格兰,8.0,2007,"犯罪,剧情",英国
甜心先生,7.5,1996,"剧情,喜剧,爱情,运动",美国
记住我,7.3,2010,"剧情,爱情,家庭",美国
你那边几点,8.0,2001,"剧情,爱情","法国, 中国台湾"
天堂陌影,8.6,1984,"剧情,喜剧","美国, 西德"
远山的呼唤,8.7,1980,剧情,日本
青红,7.1,2005,剧情,中国大陆
韩公主,7.6,2013,剧情,韩国
一个小忙,7.2,2018,"剧情,犯罪,悬疑","美国, 加拿大"
风云雄霸天下,7.0,1998,"剧情,动作,奇幻,古装","中国香港, 中国大陆"
布兰卡和弹吉他的人,8.2,2015,"剧情,音乐","菲律宾, 日本, 意大利"
长大成人,8.0,1997,剧情,中国大陆
霍乱时期的爱情,7.4,2007,"剧情,爱情","美国, 墨西哥, 英国"
惊天大逆转,7.0,2016,"剧情,犯罪,悬疑",中国大陆
成长边缘,7.6,2016,"剧情,喜剧",美国
王的男人,7.1,2005,"剧情,历史,同性",韩国
古惑仔情义篇之洪兴十三妹,7.2,1998,剧情,中国香港
奎迪,7.6,2015,"剧情,运动",美国
巴比龙,7.4,2019,"剧情,犯罪,悬疑","美国, 捷克, 西班牙"
千禧曼波,7.3,2001,"剧情,爱情","中国台湾, 法国"
许三观,7.4,2015,"剧情,家庭",韩国
秘密,7.9,1999,"剧情,奇幻",日本
命运之夜——天之杯Ⅲ：春之歌,8.5,2020,"剧情,动画,奇幻",日本
倾国之恋,7.8,2011,"剧情,爱情,历史",英国
80'后,7.0,2010,剧情,中国大陆
迫降航班,7.4,2012,"剧情,灾难",美国
漫长的告别,7.6,2020,"剧情,家庭",日本
即日启程,7.1,2008,"剧情,喜剧",中国大陆
喜剧之王,8.5,1982,"喜剧,剧情,犯罪",美国
柳如是,7.3,2012,"剧情,爱情,传记,古装",中国大陆
芭萨提的颜色,8.5,2006,"剧情,喜剧,历史",印度
倒扣的王牌,8.7,1951,"剧情,黑色电影",美国
浪矢解忧杂货店,7.1,2018,"剧情,奇幻",日本
灵犬雪莉,8.3,2013,"剧情,冒险",法国
海洋深处,7.5,2015,"剧情,冒险","美国, 澳大利亚, 西班牙"
我的黑色小礼服,7.1,2011,剧情,韩国
一条狗的使命2,6.9,2019,"剧情,喜剧,家庭","中国大陆, 印度, 中国香港, 美国"
恶魔,8.4,1955,"剧情,犯罪,悬疑,惊悚",法国
一球成名,7.5,2006,"剧情,运动","英国, 美国"
白日美人,7.6,1967,"剧情,情色","法国, 意大利"
向日葵,7.9,2006,"动作,剧情",韩国
悲情三角,7.5,2022,"剧情,喜剧","瑞典, 法国, 英国, 德国, 土耳其, 希腊, 美国, 丹麦, 瑞士, 墨西哥"
澳洲乱世情,7.3,2009,"冒险,剧情,历史,爱情,战争","澳大利亚, 美国"
诡丝,7.2,2006,"剧情,恐怖,悬疑,科幻,惊悚",中国台湾
女人的碎片,7.8,2020,剧情,"加拿大, 匈牙利, 美国"
阅后即焚,7.1,2008,"喜剧,犯罪,剧情","美国, 英国, 法国"
乘风破浪,6.8,2017,"剧情,喜剧",中国大陆
猩球崛起3：终极之战,6.9,2017,"剧情,动作,科幻",美国
蔷花，红莲,7.2,2003,"剧情,恐怖,悬疑,惊悚",韩国
吐司,7.5,2010,"剧情,喜剧,同性,家庭",英国
余生的第一天,8.4,2008,"剧情,家庭",法国
梅兰芳,6.9,2008,"传记,剧情,历史",中国大陆
名扬四海,7.6,2009,"喜剧,剧情,家庭,歌舞,爱情",美国
暴力街区,7.1,2014,"剧情,动作,犯罪","法国, 加拿大, 美国, 西班牙"
夜,8.8,1961,"剧情,爱情","意大利, 法国"
山中传奇,8.3,1979,"剧情,奇幻,古装",中国香港
舞出我人生3,7.7,2010,"剧情,音乐,爱情",美国
无人引航,8.1,2014,"剧情,音乐",美国
画皮,6.8,2008,"剧情,爱情,奇幻,惊悚","中国大陆, 中国香港, 新加坡"
恐惧吞噬灵魂,8.5,1974,"剧情,爱情",西德
朋友,7.8,2001,"剧情,动作,犯罪",韩国
云水谣,6.9,2006,"剧情,爱情,战争","中国大陆, 中国台湾"
遗忘,8.1,2012,"剧情,爱情",中国台湾
蝙蝠,7.5,2009,"剧情,爱情,奇幻,恐怖","韩国, 美国"
生吃,7.1,2016,"剧情,恐怖","法国, 意大利, 比利时"
涉足荒野,7.7,2014,"剧情,传记",美国
我是,9.0,2005,剧情,波兰
歌厅,8.9,1972,"剧情,爱情,歌舞",美国
双子杀手,6.8,2019,"剧情,动作,科幻","美国, 中国大陆"
失孤,6.9,2015,剧情,"中国大陆, 中国香港"
断线,8.0,2013,"剧情,惊悚",美国
五尺天涯,7.2,2021,"剧情,爱情",美国
暮光之城4：破晓(上),6.9,2012,"剧情,爱情,惊悚,奇幻,冒险",美国
海吉拉,7.0,2018,"剧情,爱情",中国台湾
Jose与虎与鱼们,8.3,2003,"剧情,爱情",日本
喜欢，轻吻，快跑,7.8,2018,"剧情,爱情,同性",法国
花椒之味,7.1,2019,"剧情,家庭","中国香港, 中国大陆"
龙门飞甲,6.9,2011,"剧情,动作,武侠,古装","中国大陆, 中国香港"
标准之外,8.3,2019,剧情,"法国, 比利时"
神经侠侣,7.2,2005,"剧情,喜剧",中国香港
叶问4：完结篇,6.8,2019,"剧情,动作","中国大陆, 中国香港"
马语者,8.1,1998,"剧情,爱情,西部",美国
性工作者十日谈,7.4,2007,"剧情,情色",中国香港
春江水暖,7.3,2020,"剧情,家庭",中国大陆
浪客剑心 最终章 人诛篇,7.6,2021,"剧情,动作,冒险",日本
牺牲,8.8,1986,剧情,"瑞典, 法国, 英国"
推销员,7.6,2016,"剧情,悬疑,家庭","伊朗, 法国"
塔利,7.7,2018,"剧情,喜剧",美国
喜马拉雅,8.6,1999,"冒险,剧情","法国, 瑞士, 英国, 尼泊尔"
离魂异客,8.0,1995,"剧情,西部,奇幻,冒险","美国, 德国, 日本"
42号传奇,8.1,2013,"传记,剧情,运动",美国
囧男孩,7.8,2008,剧情,中国台湾
人生,8.4,1984,"剧情,爱情",中国大陆
奇幻精灵事件簿,7.3,2008,"剧情,奇幻,冒险",美国
停车,7.3,2008,剧情,中国台湾
出租车,8.1,2015,"剧情,喜剧",伊朗
寒枝雀静,7.9,2014,"剧情,喜剧","瑞典, 德国, 挪威, 法国"
马柔本宅秘事,7.6,2017,"剧情,惊悚,恐怖","西班牙, 美国"
敲开天堂的门,8.5,1997,"动作,犯罪,喜剧,剧情",德国
走着瞧,7.7,2009,剧情,中国大陆
偷香,7.6,1996,"剧情,爱情,悬疑,情色","意大利, 法国, 英国"
冬之蝉,8.8,2007,"剧情,动画,同性",日本
黄金大劫案,6.8,2012,"剧情,喜剧,动作,历史,爱情,战争",中国大陆
我不在那儿,7.9,2007,"剧情,传记,音乐","美国, 德国, 加拿大"
天才计划,7.1,2022,"剧情,犯罪,悬疑","英国, 澳大利亚"
鸣梁海战,7.2,2014,"剧情,传记,动作,战争",韩国
晨曦中的女孩,8.3,2005,剧情,加拿大
明月几时有,6.9,2017,"剧情,历史,战争","中国大陆, 中国香港"
神圣车行,7.9,2012,"剧情,奇幻","法国, 德国, 比利时"
马斯顿教授与神奇女侠,7.9,2017,"剧情,传记,爱情,同性",美国
布鲁克斯先生,7.6,2007,"犯罪,剧情,悬疑,惊悚",美国
29+1,7.1,2017,"剧情,爱情",中国香港
巴黎夜旅人,8.1,2022,剧情,法国
命运之夜——天之杯Ⅱ：迷失之蝶,7.6,2019,"剧情,动画,奇幻",日本
生生长流,8.8,1992,"剧情,灾难",伊朗
鬼乡,7.5,2016,剧情,韩国
蜀山传,6.9,2001,"剧情,动作,奇幻,武侠,古装","中国大陆, 中国香港"
观相,7.4,2013,"剧情,历史",韩国
吉祥,7.8,2018,"剧情,家庭",中国大陆
瞧这一家子,8.1,1979,剧情,中国大陆
深海浩劫,7.0,2016,"剧情,冒险,灾难","美国, 中国香港"
方糖,8.0,2006,"剧情,爱情",韩国
半支烟,7.3,1999,"剧情,爱情",中国香港
火星任务,7.6,2000,"冒险,剧情,科幻,惊悚",美国
杀手阿一,7.5,2001,"剧情,喜剧,动作,犯罪,惊悚,恐怖",日本
露西亚的情人,7.6,2001,"剧情,爱情,情色","西班牙, 法国"
再见，妈妈,8.1,2019,"剧情,爱情,同性",越南
东方快车谋杀案,6.8,2017,"剧情,犯罪,悬疑","马耳他, 美国"
晒后假日,8.0,2022,剧情,"英国, 美国"
冰山上的来客,8.0,1963,"剧情,悬疑,战争",中国大陆
天涯海角,8.0,1996,"剧情,爱情",中国香港
那家伙的声音,7.5,2007,"剧情,惊悚",韩国
小小的家,8.2,2014,"剧情,传记,历史,爱情,家庭",日本
火烧圆明园,7.5,1983,"剧情,历史","中国香港, 中国大陆"
煤气灯下,8.4,1944,"剧情,犯罪,黑色电影",美国
卡廷惨案,8.2,2007,"剧情,历史,战争",波兰
野兽刑警,7.6,1998,"动作,犯罪,剧情,悬疑",中国香港
光阴的故事,7.7,1982,剧情,中国台湾
保持通话,6.8,2008,"剧情,动作","中国香港, 中国大陆"
记住,8.2,2015,"剧情,惊悚","加拿大, 墨西哥, 德国, 南非"
八月,7.1,2017,"剧情,家庭",中国大陆
暮光之城2：新月,6.8,2009,"剧情,爱情,惊悚,奇幻",美国
悲伤的贝拉多娜,8.9,1973,"动画,剧情,奇幻",日本
花水木,7.2,2010,"剧情,爱情",日本
战栗空间,7.2,2002,"剧情,犯罪,惊悚",美国
毕业会考,7.7,2016,"剧情,家庭","罗马尼亚, 法国, 比利时"
离开雷锋的日子,7.2,1996,"传记,剧情",中国大陆
破绽,7.3,2007,"犯罪,剧情,悬疑,惊悚","美国, 德国"
野梨树,8.1,2018,剧情,"土耳其, 马其顿, 法国, 德国, 波黑, 保加利亚, 瑞典"
华丽的假期,8.3,2007,剧情,韩国
再见，孩子们,8.5,1987,"剧情,战争","法国, 西德, 意大利"
剧场,7.8,2020,"剧情,爱情",日本
感化院,8.4,2015,剧情,德国
孩子们都很好,7.5,2010,"剧情,喜剧,同性,家庭",美国
漂流欲室,7.3,2000,"剧情,惊悚,情色",韩国
失乐园,7.4,1997,"剧情,爱情,情色",日本
滚烫的爱,8.0,2016,"剧情,家庭",日本
舞出我人生2：街舞,7.3,2010,"剧情,音乐,爱情",美国
香港有个荷里活,7.3,2001,"剧情,喜剧,惊悚","中国香港, 法国, 英国, 日本"
分手信,7.0,2010,"剧情,爱情,战争",美国
庸才,7.8,2011,剧情,日本
林家铺子,8.3,1959,剧情,中国大陆
魔女嘉莉,7.5,1976,"剧情,恐怖",美国
火海凌云,7.7,2016,"剧情,动作,冒险,灾难",俄罗斯
锅盖头,7.5,2005,"传记,剧情,战争","美国, 德国"
一个好爸爸,7.1,2008,"剧情,家庭",中国香港
顺流逆流,7.6,2000,"动作,犯罪,剧情,惊悚","中国香港, 中国大陆"
这时对，那时错,7.6,2015,剧情,韩国
夺命深渊,7.4,2011,"剧情,动作,惊悚,冒险","美国, 澳大利亚"
米花之味,7.3,2018,剧情,中国大陆
镰仓物语,6.9,2018,"剧情,奇幻",日本
三轮车夫,7.6,1995,"犯罪,剧情","越南, 法国, 中国香港"
娑婆诃,7.2,2019,"剧情,悬疑,惊悚",韩国
安娜·卡列尼娜,7.5,1997,"剧情,爱情",美国
自由坠落,7.8,2013,"剧情,爱情,同性",德国
股疯,7.8,1994,"剧情,喜剧","中国大陆, 中国香港"
念念,7.0,2015,"剧情,爱情,家庭","中国香港, 中国台湾"
危险关系,7.5,1997,"犯罪,剧情,惊悚",美国
如沐爱河,7.7,2012,剧情,"法国, 日本"
第九道门,7.3,1999,"剧情,奇幻,恐怖,悬疑,惊悚","法国, 西班牙"
制造伍德斯托克音乐节,7.7,2009,"剧情,喜剧,音乐",美国
哆啦A梦：大雄的月球探险记,7.2,2019,"剧情,动画",日本
你的婚礼,7.3,2018,"剧情,爱情",韩国
红色沙漠,8.0,1964,剧情,"意大利, 法国"
