rank,name,score,release_date,types,regions
1595,勇者行动,7.7,2012,"剧情,动作,战争",美国
1596,惊曝内幕,8.2,1999,"传记,剧情,惊悚",美国
1597,花容月貌,7.5,2013,剧情,法国
1598,王尔德,7.8,1997,"剧情,传记,历史,同性","英国, 日本, 德国"
1599,极品飞车,7.3,2014,"剧情,动作,犯罪,惊悚","美国, 菲律宾, 爱尔兰, 英国"
1600,永不消逝的电波,8.1,2021,剧情,中国大陆
1601,夜以继日,7.6,2018,"剧情,爱情","日本, 法国"
1602,日瓦戈医生,8.5,1965,"剧情,爱情,战争","美国, 意大利, 英国"
1603,邪不压正,7.0,2018,"剧情,喜剧,动作",中国大陆
1604,两个只能活一个,7.7,1997,"剧情,犯罪",中国香港
1605,独行杀手,8.3,1967,"犯罪,剧情,悬疑,惊悚","法国, 意大利"
1606,我和我的家乡,7.0,2020,"剧情,喜剧",中国大陆
1607,又见奈良,7.4,2021,剧情,"中国大陆, 日本"
1608,铁拳,7.4,2016,"剧情,动作,运动","美国, 中国大陆"
1609,沉默,7.7,2016,"剧情,历史","美国, 英国, 中国台湾, 日本, 墨西哥, 意大利"
1610,大鱼海棠,7.0,2016,"剧情,动画,奇幻",中国大陆
1611,银行大劫案,7.5,2008,"犯罪,剧情,惊悚","英国, 美国, 澳大利亚"
1612,早餐俱乐部,8.1,1985,"喜剧,剧情",美国
1613,在世界中心呼唤爱,7.6,2004,"剧情,爱情",日本
1614,性、谎言和录像带,7.7,1989,"剧情,情色",美国
1615,龙凤配,7.8,1954,"喜剧,剧情,爱情",美国
1616,生人勿进,7.6,2008,"剧情,爱情,恐怖",瑞典
1617,这里的黎明静悄悄,8.0,2015,"剧情,战争",俄罗斯
1618,简爱,8.0,1996,"剧情,爱情","法国, 意大利, 英国, 美国"
1619,摩天楼,7.5,2012,"剧情,动作,灾难",韩国
1620,人狼,8.6,1999,"剧情,动画,奇幻,惊悚",日本
1621,浊水漂流,7.6,2021,剧情,中国香港
1622,可爱的骨头,7.2,2009,"剧情,惊悚,家庭,奇幻","美国, 英国, 新西兰"
1623,歌舞青春2,7.3,2007,"剧情,喜剧,家庭",美国
1624,彩虹女神,7.7,2006,"剧情,爱情",日本
1625,白色严冬,8.4,2012,"剧情,历史,战争","挪威, 瑞典, 法国"
1626,去年在马里昂巴德,8.3,1961,"剧情,爱情,悬疑","法国, 意大利"
1627,理查二世,8.8,2012,"剧情,历史",英国
1628,极度恐慌,7.7,1995,"剧情,惊悚,灾难",美国
1629,公众之敌,7.4,2009,"剧情,传记,历史,犯罪","美国, 日本"
1630,野孩子,7.3,2008,"喜剧,剧情,爱情","英国, 美国, 法国"
1631,安德烈·卢布廖夫,9.0,1971,"传记,剧情,历史,战争",苏联
1632,雄狮,7.4,2017,剧情,"英国, 澳大利亚, 美国, 印度"
1633,激辩风云,8.3,2007,"传记,剧情",美国
1634,失眠症,7.5,2002,"犯罪,剧情,悬疑,惊悚","美国, 加拿大"
1635,男孩与世界,8.8,2013,"剧情,动画",巴西
1636,鬼魅浮生,7.6,2017,"剧情,爱情,奇幻",美国
1637,孤堡惊情,7.4,2010,"剧情,悬疑,恐怖","西班牙, 墨西哥"
1638,叔·叔,7.6,2019,"剧情,同性",中国香港
1639,灵魂歌王,8.4,2004,"传记,剧情,音乐",美国
1640,充气娃娃之恋,7.6,2007,"喜剧,剧情",美国
1641,秦时明月之一舞倾城,9.1,2010,"剧情,历史,战争,动画",中国大陆
1642,单车少年,8.2,2011,剧情,"比利时, 法国, 意大利"
1643,美丽的大脚,7.5,2002,剧情,中国大陆
1644,寂寞芳心,8.5,2008,"剧情,爱情",土耳其
1645,午夜牛郎,8.3,1969,剧情,美国
1646,莎翁情史,7.3,1998,"喜剧,剧情,爱情","英国, 美国"
1647,英雄儿女,8.0,1964,"剧情,战争",中国大陆
1648,污垢,7.8,2013,"剧情,喜剧,犯罪","英国, 德国, 瑞典, 比利时, 美国"
1649,天国与地狱,8.8,1963,"剧情,犯罪",日本
1650,死亡幻觉,7.3,2001,"剧情,科幻,悬疑,惊悚",美国
1651,士兵之歌,9.1,1959,"剧情,爱情,战争",苏联
1652,偷书贼,7.9,2013,"剧情,战争","美国, 德国"
1653,冰风暴,7.9,1997,"剧情,家庭",美国
1654,我的初恋情人,7.3,2009,"剧情,爱情",日本
1655,疯狂愚蠢的爱,7.3,2011,"剧情,喜剧,爱情",美国
1656,卓别林,8.6,1992,"剧情,传记","英国, 美国, 法国, 意大利"
1657,愚行录,7.8,2016,"剧情,犯罪,悬疑",日本
1658,盲证,7.5,2011,"剧情,犯罪,悬疑",韩国
1659,斯诺登,7.6,2016,"剧情,传记,惊悚","美国, 德国"
1660,死亡实验,7.9,2001,"剧情,惊悚",德国
1661,神秘拼图,7.4,1999,"剧情,犯罪,悬疑","美国, 加拿大"
1662,春娇救志明,7.0,2017,"剧情,喜剧,爱情","中国香港, 中国大陆"
1663,七号房的礼物,7.6,2020,剧情,土耳其
1664,美人计,7.7,1946,"剧情,爱情,惊悚",美国
1665,万湖会议,8.2,2022,"剧情,历史,战争",德国
1666,蚀,8.4,1962,"剧情,爱情","意大利, 法国"
1667,书店,8.0,2017,剧情,"英国, 西班牙, 德国"
1668,灾难艺术家,7.5,2017,"剧情,喜剧,传记",美国
1669,唯爱永生,7.6,2013,"剧情,爱情,奇幻","英国, 德国, 希腊, 法国"
1670,了不起的盖茨比,8.1,1974,"剧情,爱情",美国
1671,送我上青云,7.0,2019,剧情,中国大陆
1672,阿玛柯德,8.8,1973,"剧情,喜剧","意大利, 法国"
1673,恋战冲绳,7.3,2000,"剧情,爱情",中国香港
1674,细细的红线,7.8,1998,"剧情,战争","美国, 澳大利亚"
1675,嫌疑人X的献身,7.5,2012,"剧情,爱情,悬疑,犯罪",韩国
1676,非常公寓,8.1,1996,"剧情,悬疑,爱情","法国, 西班牙, 意大利"
1677,我身体里的那个家伙,7.3,2019,"剧情,喜剧",韩国
1678,范海辛,7.2,2004,"剧情,动作,奇幻","美国, 捷克, 罗马尼亚"
1679,杀破狼·贪狼,7.0,2017,"剧情,动作","中国香港, 中国大陆"
1680,来的都是客,8.4,1990,"喜剧,剧情",中国大陆
1681,村戏,8.0,2017,剧情,中国大陆
1682,伊丽莎白,7.7,1998,"传记,剧情,历史,爱情",英国
1683,南汉山城,7.9,2017,"剧情,历史,战争",韩国
1684,传染病,7.1,2011,"剧情,科幻,惊悚,灾难","美国, 阿联酋"
1685,霍元甲,7.0,2006,"剧情,传记,动作","美国, 中国大陆, 中国香港"
1686,世界,7.5,2005,剧情,"中国大陆, 日本, 法国"
1687,奇幻人生,7.8,2006,"喜剧,剧情,奇幻,爱情",美国
1688,羞辱,8.3,2017,剧情,"黎巴嫩, 法国, 塞浦路斯, 比利时, 美国"
1689,幻之光,8.2,1995,剧情,日本
1690,没有过去的男人,8.5,2002,"剧情,喜剧,爱情","芬兰, 德国, 法国"
1691,与女人们的对话,8.1,2005,"喜剧,剧情,爱情","英国, 美国"
1692,阿拉姜色,7.6,2018,"剧情,家庭",中国大陆
1693,死囚越狱,8.5,1956,"剧情,惊悚,战争",法国
1694,深海长眠,8.3,2004,"传记,剧情","西班牙, 法国, 意大利"
1695,团圆,7.9,2013,"剧情,家庭",中国大陆
1696,日出,8.8,1927,"剧情,爱情",美国
1697,浮城大亨,7.5,2012,剧情,"中国大陆, 中国香港"
1698,丑闻笔记,7.9,2006,"剧情,惊悚",英国
1699,双食记,7.1,2008,"剧情,爱情,悬疑",中国大陆
1700,暴雪将至,7.0,2017,"剧情,犯罪,悬疑",中国大陆
1701,音乐会,8.5,2009,"喜剧,剧情,音乐","法国, 意大利, 罗马尼亚, 比利时"
1702,洛奇6：永远的拳王,8.6,2006,"剧情,运动",美国
1703,带我去远方,7.5,2009,"剧情,同性",中国台湾
1704,驭风男孩,8.2,2019,剧情,"英国, 马拉维"
1705,春潮,7.1,2020,"剧情,家庭",中国大陆
1706,第四张画,7.7,2010,剧情,中国台湾
1707,洛奇2,8.4,1979,"剧情,运动",美国
1708,看不见的世界,8.3,2007,"剧情,爱情,同性","南非, 英国"
1709,相见恨早,7.6,2005,"喜剧,剧情,爱情",美国
1710,见鬼,7.3,2002,"剧情,恐怖,惊悚","中国香港, 新加坡"
1711,妖猫传,6.9,2017,"剧情,悬疑,奇幻,古装","中国大陆, 日本"
1712,国家破产之日,7.5,2018,剧情,韩国
1713,历史系男生,8.2,2006,"剧情,喜剧,同性",英国
1714,二子开店,7.6,1987,"剧情,喜剧",中国大陆
1715,伊丽莎白镇,7.4,2005,"剧情,喜剧,爱情,家庭",美国
1716,红柿子,8.9,1997,"剧情,家庭",中国台湾
1717,守岛人,7.4,2021,剧情,中国大陆
1718,自己去看,8.8,1985,"剧情,战争",苏联
1719,特写,8.8,1990,"犯罪,剧情",伊朗
1720,假小子,7.9,2011,剧情,法国
1721,伯纳德行动,7.9,2009,"犯罪,剧情,战争","德国, 奥地利"
1722,藏獒多吉,8.0,2011,"剧情,动画,悬疑,冒险","中国大陆, 日本"
1723,特别响，非常近,7.7,2011,"剧情,悬疑,家庭,冒险",美国
1724,恋空,7.0,2007,"剧情,爱情",日本
1725,战争与和平,9.2,1966,"剧情,历史,爱情,战争",苏联
1726,有希望的男人,7.6,2011,"剧情,喜剧",捷克
1727,红颜,8.0,2005,剧情,"中国大陆, 法国"
1728,青春年少,8.1,1998,"喜剧,剧情",美国
1729,咖啡公社,7.2,2016,"剧情,喜剧,爱情",美国
1730,狼狈,7.2,2012,"剧情,惊悚,犯罪",日本
1731,旅行终点,8.0,2015,剧情,美国
1732,哭泣的草原,9.0,2004,"剧情,历史,爱情","希腊, 法国, 意大利, 德国"
1733,风中奇缘,7.7,1995,"动画,剧情,家庭,历史,歌舞,爱情",美国
1734,灵魂冲浪人,8.2,2011,"剧情,传记,运动",美国
1735,I型起源,7.8,2014,"剧情,科幻",美国
1736,牛仔裤的夏天2,7.4,2008,"喜剧,剧情,爱情",美国
1737,警戒结束,7.9,2012,"剧情,动作,犯罪",美国
1738,我是古巴,9.1,1964,剧情,"苏联, 古巴"
1739,黑太阳731,7.8,1988,"剧情,历史,恐怖,战争","中国香港, 中国大陆"
1740,霜花店,7.1,2008,"剧情,历史,爱情,同性",韩国
1741,红胡子,8.8,1965,剧情,日本
1742,塔洛,7.7,2016,剧情,中国大陆
1743,我的姐姐,6.9,2021,"剧情,家庭",中国大陆
1744,后裔,7.5,2011,"剧情,喜剧,家庭",美国
1745,不再让你孤单,7.0,2011,"剧情,爱情","中国香港, 中国大陆"
1746,上海皇帝之雄霸天下,7.9,1993,"犯罪,剧情,悬疑",中国香港
1747,证人,7.8,2019,"剧情,犯罪",韩国
1748,春天情书,8.6,1996,"剧情,爱情",日本
1749,一九四四,8.2,2015,"剧情,历史,战争","爱沙尼亚, 芬兰"
1750,午后之爱,8.4,1972,"剧情,爱情",法国
1751,死无对证,7.3,2020,"剧情,犯罪,悬疑,惊悚",意大利
1752,罗马的房子,7.5,2010,"剧情,情色,同性",西班牙
1753,安娜·卡列尼娜,7.2,2012,"剧情,爱情",英国
1754,二手狮王,8.5,2003,"喜剧,剧情,家庭",美国
1755,冷战,7.8,2018,"剧情,爱情,音乐","波兰, 法国, 英国"
1756,热泪伤痕,8.6,1995,"剧情,悬疑,惊悚",美国
1757,时尚先锋香奈儿,7.2,2009,"传记,剧情",法国
1758,得闲炒饭,7.1,2010,"剧情,爱情,同性",中国香港
1759,茉莉牌局,7.2,2017,"剧情,传记,犯罪","美国, 中国大陆, 加拿大"
1760,皱纹,8.7,2012,"剧情,动画",西班牙
1761,傻瓜,7.6,2008,"剧情,爱情",韩国
1762,纽约提喻法,8.3,2008,剧情,美国
1763,记我的母亲,8.7,2012,剧情,日本
1764,副作用,7.4,2013,"剧情,惊悚,犯罪",美国
1765,算死草,7.0,1997,"喜剧,剧情",中国香港
1766,破碎人生,7.6,2015,剧情,美国
1767,谈谈情跳跳舞,8.3,1996,"剧情,喜剧,爱情,歌舞",日本
1768,恋爱谈,7.8,2016,"剧情,爱情,同性",韩国
1769,神话,6.9,2005,"动作,冒险,喜剧,剧情,奇幻","中国大陆, 中国香港"
1770,银行家,7.4,2021,"剧情,传记",美国
1771,死亡游戏,7.8,1978,"动作,犯罪,剧情,惊悚","中国香港, 美国"
1772,朱迪,7.6,2019,"剧情,传记,爱情",英国
1773,浅草小子,8.3,2021,"剧情,传记",日本
1774,骗子,7.5,2017,"剧情,犯罪",韩国
1775,忠爱无言,7.3,2017,剧情,中国大陆
1776,情迷意乱,9.1,1964,"剧情,爱情,家庭",日本
1777,印式英语,8.2,2012,"剧情,喜剧,家庭",印度
1778,中国医生,6.9,2021,"剧情,灾难",中国大陆
1779,风吹麦浪,8.1,2006,"剧情,历史,战争","爱尔兰, 英国, 德国, 意大利, 西班牙, 法国, 比利时, 瑞典"
1780,海的尽头是草原,7.2,2022,剧情,中国大陆
1781,天才捕手,7.4,2017,"剧情,传记","英国, 美国"
1782,倭寇的踪迹,7.3,2012,"剧情,动作,武侠,古装",中国大陆
1783,雪路,8.3,2015,"剧情,历史,战争",韩国
1784,龙虎风云,7.7,1987,"动作,犯罪,剧情,惊悚",中国香港
1785,奥兰多,8.2,1992,"剧情,爱情,奇幻","英国, 俄罗斯, 法国, 意大利, 荷兰"
1786,合法副本,8.0,2010,剧情,"法国, 意大利, 比利时, 伊朗"
1787,爱,6.9,2012,"剧情,爱情","中国台湾, 中国大陆"
1788,水浒传之英雄本色,7.3,1993,"剧情,动作,武侠,古装","中国香港, 中国大陆"
1789,豹,8.8,1963,"剧情,历史,爱情,战争","意大利, 法国"
1790,女魔头,7.7,2003,"剧情,传记,犯罪,同性","美国, 德国"
1791,地球最后的夜晚,6.9,2018,"剧情,爱情,悬疑","中国大陆, 法国"
1792,特级英雄黄继光,8.1,2022,"剧情,传记,战争",中国大陆
1793,狗脸的岁月,8.5,1985,"剧情,喜剧",瑞典
1794,使徒行者,6.9,2016,"剧情,动作,犯罪","中国大陆, 中国香港"
1795,海滩,7.7,2000,"剧情,爱情,冒险","美国, 英国"
1796,厕所英雄,7.1,2018,"剧情,喜剧",印度
1797,听风者,6.9,2012,"剧情,悬疑","中国大陆, 中国香港"
1798,传奇的诞生,7.7,2018,"剧情,传记,运动",美国
1799,撒玛利亚女孩,7.4,2004,"剧情,犯罪,情色,家庭",韩国
1800,空气人偶,7.5,2009,"剧情,奇幻",日本
1801,狼图腾,6.9,2015,"剧情,冒险","中国大陆, 法国"
1802,小森林,7.5,2018,剧情,韩国
1803,撞死了一只羊,7.1,2019,剧情,中国大陆
1804,另一个波琳家的女孩,7.1,2008,"传记,剧情,历史,爱情","英国, 美国"
1805,扒手,8.3,1959,"剧情,犯罪",法国
1806,教授与疯子,7.6,2019,"剧情,传记","爱尔兰, 法国, 冰岛, 美国, 墨西哥, 比利时, 英国, 中国香港"
1807,无声婚礼,8.6,2008,"喜剧,剧情","罗马尼亚, 卢森堡, 法国"
1808,被光抓走的人,6.9,2019,"剧情,爱情,科幻",中国大陆
1809,撕裂的末日,7.5,2002,"动作,剧情,科幻,惊悚",美国
1810,行走距离,8.4,2015,"剧情,喜剧",墨西哥
1811,早春二月,8.2,1963,"剧情,爱情",中国大陆
1812,死神的十字路口,7.4,2008,"剧情,恐怖,悬疑,惊悚",泰国
1813,佛兰德斯的狗,8.9,1997,"动画,剧情,爱情","日本, 美国"
1814,龙纹身的女孩,7.5,2009,"犯罪,剧情,悬疑,惊悚","瑞典, 丹麦, 德国, 挪威"
1815,完美风暴,7.6,2000,"剧情,灾难",美国
1816,惊天魔盗团2,6.9,2016,"剧情,犯罪,悬疑",美国
1817,这就是英格兰,8.0,2007,"犯罪,剧情",英国
1818,甜心先生,7.5,1996,"剧情,喜剧,爱情,运动",美国
1819,记住我,7.3,2010,"剧情,爱情,家庭",美国
1820,你那边几点,8.0,2001,"剧情,爱情","法国, 中国台湾"
1821,天堂陌影,8.6,1984,"剧情,喜剧","美国, 西德"
1822,远山的呼唤,8.7,1980,剧情,日本
1823,青红,7.1,2005,剧情,中国大陆
1824,韩公主,7.6,2013,剧情,韩国
1825,一个小忙,7.2,2018,"剧情,犯罪,悬疑","美国, 加拿大"
1826,风云雄霸天下,7.0,1998,"剧情,动作,奇幻,古装","中国香港, 中国大陆"
1827,布兰卡和弹吉他的人,8.2,2015,"剧情,音乐","菲律宾, 日本, 意大利"
1828,长大成人,8.0,1997,剧情,中国大陆
1829,霍乱时期的爱情,7.4,2007,"剧情,爱情","美国, 墨西哥, 英国"
1830,惊天大逆转,7.0,2016,"剧情,犯罪,悬疑",中国大陆
1831,成长边缘,7.6,2016,"剧情,喜剧",美国
1832,王的男人,7.1,2005,"剧情,历史,同性",韩国
1833,古惑仔情义篇之洪兴十三妹,7.2,1998,剧情,中国香港
1834,奎迪,7.6,2015,"剧情,运动",美国
1835,巴比龙,7.4,2019,"剧情,犯罪,悬疑","美国, 捷克, 西班牙"
1836,千禧曼波,7.3,2001,"剧情,爱情","中国台湾, 法国"
1837,许三观,7.4,2015,"剧情,家庭",韩国
1838,秘密,7.9,1999,"剧情,奇幻",日本
1839,命运之夜——天之杯Ⅲ：春之歌,8.5,2020,"剧情,动画,奇幻",日本
1840,倾国之恋,7.8,2011,"剧情,爱情,历史",英国
1841,80'后,7.0,2010,剧情,中国大陆
1842,迫降航班,7.4,2012,"剧情,灾难",美国
1843,漫长的告别,7.6,2020,"剧情,家庭",日本
1844,即日启程,7.1,2008,"剧情,喜剧",中国大陆
1845,喜剧之王,8.5,1982,"喜剧,剧情,犯罪",美国
1846,柳如是,7.3,2012,"剧情,爱情,传记,古装",中国大陆
1847,芭萨提的颜色,8.5,2006,"剧情,喜剧,历史",印度
1848,倒扣的王牌,8.7,1951,"剧情,黑色电影",美国
1849,浪矢解忧杂货店,7.1,2018,"剧情,奇幻",日本
1850,海洋深处,7.5,2015,"剧情,冒险","美国, 澳大利亚, 西班牙"
1851,灵犬雪莉,8.3,2013,"剧情,冒险",法国
1852,我的黑色小礼服,7.1,2011,剧情,韩国
1853,一条狗的使命2,6.9,2019,"剧情,喜剧,家庭","中国大陆, 印度, 中国香港, 美国"
1854,恶魔,8.4,1955,"剧情,犯罪,悬疑,惊悚",法国
1855,一球成名,7.5,2006,"剧情,运动","英国, 美国"
1856,白日美人,7.6,1967,"剧情,情色","法国, 意大利"
1857,向日葵,7.9,2006,"动作,剧情",韩国
1858,悲情三角,7.5,2022,"剧情,喜剧","瑞典, 法国, 英国, 德国, 土耳其, 希腊, 美国, 丹麦, 瑞士, 墨西哥"
1859,澳洲乱世情,7.3,2009,"冒险,剧情,历史,爱情,战争","澳大利亚, 美国"
1860,诡丝,7.2,2006,"剧情,恐怖,悬疑,科幻,惊悚",中国台湾
1861,女人的碎片,7.8,2020,剧情,"加拿大, 匈牙利, 美国"
1862,阅后即焚,7.1,2008,"喜剧,犯罪,剧情","美国, 英国, 法国"
1863,乘风破浪,6.8,2017,"剧情,喜剧",中国大陆
1864,猩球崛起3：终极之战,6.9,2017,"剧情,动作,科幻",美国
1865,蔷花，红莲,7.2,2003,"剧情,恐怖,悬疑,惊悚",韩国
1866,吐司,7.5,2010,"剧情,喜剧,同性,家庭",英国
1867,余生的第一天,8.4,2008,"剧情,家庭",法国
1868,梅兰芳,6.9,2008,"传记,剧情,历史",中国大陆
1869,名扬四海,7.6,2009,"喜剧,剧情,家庭,歌舞,爱情",美国
1870,暴力街区,7.1,2014,"剧情,动作,犯罪","法国, 加拿大, 美国, 西班牙"
1871,夜,8.8,1961,"剧情,爱情","意大利, 法国"
1872,山中传奇,8.3,1979,"剧情,奇幻,古装",中国香港
1873,舞出我人生3,7.7,2010,"剧情,音乐,爱情",美国
1874,无人引航,8.1,2014,"剧情,音乐",美国
1875,画皮,6.8,2008,"剧情,爱情,奇幻,惊悚","中国大陆, 中国香港, 新加坡"
1876,恐惧吞噬灵魂,8.5,1974,"剧情,爱情",西德
1877,朋友,7.8,2001,"剧情,动作,犯罪",韩国
1878,云水谣,6.9,2006,"剧情,爱情,战争","中国大陆, 中国台湾"
1879,遗忘,8.1,2012,"剧情,爱情",中国台湾
1880,蝙蝠,7.5,2009,"剧情,爱情,奇幻,恐怖","韩国, 美国"
1881,生吃,7.1,2016,"剧情,恐怖","法国, 意大利, 比利时"
1882,涉足荒野,7.7,2014,"剧情,传记",美国
1883,我是,9.0,2005,剧情,波兰
1884,歌厅,8.9,1972,"剧情,爱情,歌舞",美国
1885,双子杀手,6.8,2019,"剧情,动作,科幻","美国, 中国大陆"
1886,失孤,6.9,2015,剧情,"中国大陆, 中国香港"
1887,断线,8.0,2013,"剧情,惊悚",美国
1888,五尺天涯,7.2,2021,"剧情,爱情",美国
1889,暮光之城4：破晓(上),6.9,2012,"剧情,爱情,惊悚,奇幻,冒险",美国
1890,海吉拉,7.0,2018,"剧情,爱情",中国台湾
1891,Jose与虎与鱼们,8.3,2003,"剧情,爱情",日本
1892,喜欢，轻吻，快跑,7.8,2018,"剧情,爱情,同性",法国
1893,花椒之味,7.1,2019,"剧情,家庭","中国香港, 中国大陆"
1894,龙门飞甲,6.9,2011,"剧情,动作,武侠,古装","中国大陆, 中国香港"
1895,标准之外,8.3,2019,剧情,"法国, 比利时"
1896,神经侠侣,7.2,2005,"剧情,喜剧",中国香港
1897,叶问4：完结篇,6.8,2019,"剧情,动作","中国大陆, 中国香港"
1898,马语者,8.1,1998,"剧情,爱情,西部",美国
1899,性工作者十日谈,7.4,2007,"剧情,情色",中国香港
1900,春江水暖,7.3,2020,"剧情,家庭",中国大陆
1901,浪客剑心 最终章 人诛篇,7.6,2021,"剧情,动作,冒险",日本
1902,牺牲,8.8,1986,剧情,"瑞典, 法国, 英国"
1903,推销员,7.6,2016,"剧情,悬疑,家庭","伊朗, 法国"
1904,塔利,7.7,2018,"剧情,喜剧",美国
1905,喜马拉雅,8.6,1999,"冒险,剧情","法国, 瑞士, 英国, 尼泊尔"
1906,离魂异客,8.0,1995,"剧情,西部,奇幻,冒险","美国, 德国, 日本"
1907,42号传奇,8.1,2013,"传记,剧情,运动",美国
1908,囧男孩,7.8,2008,剧情,中国台湾
1909,人生,8.4,1984,"剧情,爱情",中国大陆
1910,奇幻精灵事件簿,7.3,2008,"剧情,奇幻,冒险",美国
1911,停车,7.3,2008,剧情,中国台湾
1912,出租车,8.1,2015,"剧情,喜剧",伊朗
1913,寒枝雀静,7.9,2014,"剧情,喜剧","瑞典, 德国, 挪威, 法国"
1914,马柔本宅秘事,7.6,2017,"剧情,惊悚,恐怖","西班牙, 美国"
1915,敲开天堂的门,8.5,1997,"动作,犯罪,喜剧,剧情",德国
1916,走着瞧,7.7,2009,剧情,中国大陆
1917,偷香,7.6,1996,"剧情,爱情,悬疑,情色","意大利, 法国, 英国"
1918,冬之蝉,8.8,2007,"剧情,动画,同性",日本
1919,黄金大劫案,6.8,2012,"剧情,喜剧,动作,历史,爱情,战争",中国大陆
1920,我不在那儿,7.9,2007,"剧情,传记,音乐","美国, 德国, 加拿大"
1921,天才计划,7.1,2022,"剧情,犯罪,悬疑","英国, 澳大利亚"
1922,鸣梁海战,7.2,2014,"剧情,传记,动作,战争",韩国
1923,晨曦中的女孩,8.3,2005,剧情,加拿大
1924,明月几时有,6.9,2017,"剧情,历史,战争","中国大陆, 中国香港"
1925,神圣车行,7.9,2012,"剧情,奇幻","法国, 德国, 比利时"
1926,马斯顿教授与神奇女侠,7.9,2017,"剧情,传记,爱情,同性",美国
1927,布鲁克斯先生,7.6,2007,"犯罪,剧情,悬疑,惊悚",美国
1928,29+1,7.1,2017,"剧情,爱情",中国香港
1929,巴黎夜旅人,8.1,2022,剧情,法国
1930,命运之夜——天之杯Ⅱ：迷失之蝶,7.6,2019,"剧情,动画,奇幻",日本
1931,生生长流,8.8,1992,"剧情,灾难",伊朗
1932,鬼乡,7.5,2016,剧情,韩国
1933,蜀山传,6.9,2001,"剧情,动作,奇幻,武侠,古装","中国大陆, 中国香港"
1934,观相,7.4,2013,"剧情,历史",韩国
1935,吉祥,7.8,2018,"剧情,家庭",中国大陆
1936,瞧这一家子,8.1,1979,剧情,中国大陆
1937,深海浩劫,7.0,2016,"剧情,冒险,灾难","美国, 中国香港"
1938,方糖,8.0,2006,"剧情,爱情",韩国
1939,半支烟,7.3,1999,"剧情,爱情",中国香港
1940,火星任务,7.6,2000,"冒险,剧情,科幻,惊悚",美国
1941,杀手阿一,7.5,2001,"剧情,喜剧,动作,犯罪,惊悚,恐怖",日本
1942,露西亚的情人,7.6,2001,"剧情,爱情,情色","西班牙, 法国"
1943,再见，妈妈,8.1,2019,"剧情,爱情,同性",越南
1944,东方快车谋杀案,6.8,2017,"剧情,犯罪,悬疑","马耳他, 美国"
1945,晒后假日,8.0,2022,剧情,"英国, 美国"
1946,冰山上的来客,8.0,1963,"剧情,悬疑,战争",中国大陆
1947,天涯海角,8.0,1996,"剧情,爱情",中国香港
1948,那家伙的声音,7.5,2007,"剧情,惊悚",韩国
1949,小小的家,8.2,2014,"剧情,传记,历史,爱情,家庭",日本
1950,火烧圆明园,7.5,1983,"剧情,历史","中国香港, 中国大陆"
1951,煤气灯下,8.4,1944,"剧情,犯罪,黑色电影",美国
1952,卡廷惨案,8.2,2007,"剧情,历史,战争",波兰
1953,野兽刑警,7.6,1998,"动作,犯罪,剧情,悬疑",中国香港
1954,光阴的故事,7.7,1982,剧情,中国台湾
1955,保持通话,6.8,2008,"剧情,动作","中国香港, 中国大陆"
1956,记住,8.2,2015,"剧情,惊悚","加拿大, 墨西哥, 德国, 南非"
1957,八月,7.1,2017,"剧情,家庭",中国大陆
1958,暮光之城2：新月,6.8,2009,"剧情,爱情,惊悚,奇幻",美国
1959,悲伤的贝拉多娜,8.9,1973,"动画,剧情,奇幻",日本
1960,花水木,7.2,2010,"剧情,爱情",日本
1961,战栗空间,7.2,2002,"剧情,犯罪,惊悚",美国
1962,毕业会考,7.7,2016,"剧情,家庭","罗马尼亚, 法国, 比利时"
1963,离开雷锋的日子,7.2,1996,"传记,剧情",中国大陆
1964,破绽,7.3,2007,"犯罪,剧情,悬疑,惊悚","美国, 德国"
1965,野梨树,8.1,2018,剧情,"土耳其, 马其顿, 法国, 德国, 波黑, 保加利亚, 瑞典"
1966,华丽的假期,8.3,2007,剧情,韩国
1967,再见，孩子们,8.5,1987,"剧情,战争","法国, 西德, 意大利"
1968,剧场,7.8,2020,"剧情,爱情",日本
1969,感化院,8.4,2015,剧情,德国
1970,孩子们都很好,7.5,2010,"剧情,喜剧,同性,家庭",美国
1971,漂流欲室,7.3,2000,"剧情,惊悚,情色",韩国
1972,失乐园,7.4,1997,"剧情,爱情,情色",日本
1973,滚烫的爱,8.0,2016,"剧情,家庭",日本
1974,舞出我人生2：街舞,7.3,2010,"剧情,音乐,爱情",美国
1975,香港有个荷里活,7.3,2001,"剧情,喜剧,惊悚","中国香港, 法国, 英国, 日本"
1976,分手信,7.0,2010,"剧情,爱情,战争",美国
1977,庸才,7.8,2011,剧情,日本
1978,林家铺子,8.3,1959,剧情,中国大陆
1979,魔女嘉莉,7.5,1976,"剧情,恐怖",美国
1980,火海凌云,7.7,2016,"剧情,动作,冒险,灾难",俄罗斯
1981,锅盖头,7.5,2005,"传记,剧情,战争","美国, 德国"
1982,一个好爸爸,7.1,2008,"剧情,家庭",中国香港
1983,顺流逆流,7.6,2000,"动作,犯罪,剧情,惊悚","中国香港, 中国大陆"
1984,这时对，那时错,7.6,2015,剧情,韩国
1985,夺命深渊,7.4,2011,"剧情,动作,惊悚,冒险","美国, 澳大利亚"
1986,米花之味,7.3,2018,剧情,中国大陆
1987,镰仓物语,6.9,2018,"剧情,奇幻",日本
